test_true_0,test_true_1,test_true_2,test_true_3,test_true_4,test_true_5,test_true_6,test_true_7,test_true_8,test_true_9,test_true_10,test_true_11,test_true_12,test_true_13,test_true_14,test_true_15,test_true_16,test_true_17,test_true_18,test_true_19,test_true_20,test_true_21,test_true_22,test_true_23,test_true_24,test_true_25,test_true_26,test_true_27,test_true_28,test_true_29
3.4,3.6,-0.28,0.81,0.6,3.09,1.71,2.8,2.69,0.22,1.66,3.59,1.46,2.46,2.55,1.47,0.78,2.42,0.75,-0.41,2.18,-0.76,3.8,1.64,0.97,1.32,1.2,1.12,1.58,3.07
2.7,1.6,3.2,-0.58,2.5,2.43,4.27,2.41,0.64,0.68,3.65,2.26,3.31,1.78,3.1,3.44,3.1,4.29,2.13,2.03,2.71,4.05,1.65,0.68,3.3,1.42,2.3,2.5,4.42,2.22
2.78,1.77,3.5,0.98,2.23,0.78,3.7,1.99,1.3,3.2,3.0,1.0,0.44,2.49,1.38,2.8,2.54,3.53,2.92,2.41,3.9,2.38,2.0,1.96,1.7,4.26,1.69,-0.98,1.41,2.99
1.65,1.33,3.5,1.84,2.45,2.51,4.13,0.87,1.0,2.57,2.5,2.8,1.7,1.5,2.08,2.4,1.47,3.98,3.87,-0.21,1.0,2.68,1.38,1.61,3.58,1.67,0.36,-0.42,1.89,3.16
2.93,2.78,3.49,1.77,-0.8,1.33,2.76,3.03,2.71,2.8,2.99,2.7,1.19,0.53,3.56,1.32,1.3,2.47,2.14,2.59,2.43,1.83,3.15,2.41,2.47,2.5,0.31,3.15,0.22,3.26
1.5,1.37,1.64,3.31,3.6,2.71,3.28,2.8,2.98,2.81,3.45,1.81,3.8,1.0,0.41,0.31,1.65,1.21,-0.28,2.71,1.78,3.68,0.93,2.6,1.5,4.5,1.77,1.61,0.57,0.87
2.3,2.58,1.8,3.5,-0.65,3.4,2.67,2.83,3.29,3.01,2.36,-0.2,0.67,2.08,3.2,2.88,2.89,4.0,1.7,3.27,4.49,2.63,3.3,3.1,3.15,1.0,1.86,2.42,2.1,2.5
2.82,3.95,1.47,0.64,3.95,1.55,1.95,3.39,0.63,3.58,1.6,3.27,2.23,2.91,1.3,3.4,3.52,3.25,1.4,-0.34,3.29,-1.08,2.5,3.67,2.84,0.68,2.21,3.2,0.27,3.2
2.26,0.6,2.0,0.78,3.4,3.27,0.69,3.8,1.61,-0.82,0.56,0.67,-0.42,2.56,2.2,-0.01,1.86,2.75,-0.84,4.29,3.27,2.4,3.03,2.57,0.03,0.5,2.96,4.28,2.92,2.97
1.4,3.7,3.16,2.89,1.47,2.89,1.52,1.01,3.7,3.8,2.28,3.34,2.75,3.31,3.58,3.34,1.6,0.84,4.5,0.44,1.6,2.7,3.5,0.23,2.61,0.31,2.8,1.74,0.44,2.94
3.6,1.43,2.89,2.61,2.14,1.9,2.41,2.86,3.23,1.72,1.2,3.11,3.5,2.07,1.86,1.42,0.71,2.8,1.1,1.4,2.6,0.86,3.38,3.15,3.61,-0.16,1.77,3.53,3.71,1.01
0.64,3.17,3.8,3.2,-0.1,2.13,3.8,2.7,2.93,2.71,3.1,1.4,1.4,4.07,3.3,3.5,3.56,0.9,0.39,-0.15,2.48,0.11,2.11,3.23,-0.16,2.51,3.97,-0.45,2.01,4.24
4.2,0.94,1.1,3.31,1.12,0.47,3.8,1.75,0.8,3.4,2.0,4.21,3.08,4.3,4.1,1.24,2.87,0.76,2.51,2.0,1.5,3.01,2.37,1.64,2.79,3.56,2.71,0.81,2.65,3.1
2.88,3.06,3.95,0.49,0.73,3.2,1.78,0.64,2.96,3.93,2.61,-0.37,2.42,3.9,1.97,1.65,-0.96,3.59,3.9,2.09,3.8,3.85,3.11,3.76,2.5,1.93,3.02,0.79,3.6,1.29
1.05,3.22,2.49,2.3,1.18,2.63,3.07,0.03,3.21,2.85,0.9,3.5,3.26,2.68,1.6,3.75,1.41,3.03,2.79,3.9,0.47,3.2,1.7,2.0,1.85,1.79,1.26,3.6,-1.31,3.2
3.9,2.16,0.58,3.1,3.1,3.1,3.18,3.57,4.21,-0.1,2.51,1.62,1.7,2.66,3.78,-0.57,2.63,3.4,2.0,2.46,-0.95,2.43,2.18,2.5,2.99,3.1,1.92,1.69,2.23,3.15
2.24,2.22,3.65,-0.87,0.9,4.3,1.79,1.81,2.12,3.12,2.4,4.26,0.79,1.79,2.09,-0.65,2.49,3.67,3.36,3.5,3.18,0.12,1.56,3.47,4.23,2.98,1.5,1.26,0.67,2.62
-0.05,2.34,0.4,2.79,0.73,0.25,1.6,3.81,2.89,3.3,3.73,2.81,0.74,2.76,3.6,3.02,3.14,3.5,1.75,0.91,1.1,1.6,-0.01,3.3,2.0,3.04,0.68,0.85,1.29,3.0
3.5,1.9,1.6,2.7,2.77,0.84,0.77,0.76,1.84,3.8,3.4,3.4,2.82,3.15,3.0,4.1,4.3,2.97,2.82,3.8,2.32,-1.04,0.3,-1.2,1.77,2.03,2.08,2.2,-0.82,1.56
1.71,3.21,3.26,2.56,2.79,2.47,3.25,-1.1,3.02,2.32,3.14,3.66,0.49,3.3,2.46,3.55,3.3,2.8,0.23,0.57,0.78,2.48,-0.51,0.02,3.12,3.3,3.84,-0.96,0.7,-0.3
3.24,2.72,2.0,2.9,1.9,2.5,3.14,3.0,2.32,3.67,2.2,0.23,0.72,3.7,3.13,1.65,3.52,2.2,3.2,2.86,0.48,1.39,2.93,3.18,2.7,3.1,1.76,0.31,0.37,3.29
0.78,0.84,3.6,1.9,3.5,1.94,-0.92,2.59,2.17,2.31,1.9,1.41,1.06,1.7,-0.48,2.36,1.98,1.56,3.6,1.49,2.11,1.89,1.62,3.21,2.75,1.47,3.6,2.46,0.92,0.48
2.87,3.3,0.4,3.9,1.38,0.95,1.44,1.15,2.7,2.72,-0.51,2.72,3.52,1.71,0.28,1.6,2.87,3.1,1.85,2.6,2.75,2.03,2.15,2.11,2.2,2.89,2.57,1.44,2.19,1.32
2.32,1.33,-0.89,2.4,4.3,2.96,1.22,0.56,-0.87,4.3,2.48,3.1,2.6,3.89,1.06,2.75,2.53,-1.3,1.19,2.5,2.85,2.09,3.2,2.32,3.6,1.97,0.7,3.2,3.17,2.63
2.0,3.9,3.8,2.31,1.65,0.9,2.17,3.18,2.2,2.4,1.56,1.03,2.17,1.6,1.85,3.0,3.3,-0.3,3.66,2.63,3.0,2.55,1.4,3.53,2.7,2.0,1.24,2.68,4.26,2.34
3.96,2.36,3.22,2.2,1.97,1.0,1.0,0.95,4.49,2.27,3.94,2.78,2.8,1.35,2.24,2.2,1.9,2.03,3.9,0.9,3.0,3.04,2.94,1.16,2.26,3.36,-0.3,3.62,3.66,0.53
1.7,1.26,1.58,-0.11,3.36,1.4,3.8,3.18,2.69,2.63,0.38,2.82,0.87,2.0,2.81,3.31,1.94,0.59,1.34,3.26,2.87,2.26,0.2,1.74,0.37,2.36,3.2,1.98,2.0,3.5
0.42,3.01,-1.18,1.4,1.9,2.7,1.32,2.75,2.6,1.6,4.13,0.1,2.6,0.77,2.33,0.7,4.21,3.22,3.9,0.68,2.84,3.24,1.66,3.62,1.39,0.27,2.72,3.5,3.1,2.35
2.36,2.87,1.4,2.23,1.0,3.12,1.13,1.79,2.68,2.62,1.7,2.81,1.1,2.5,1.91,2.53,0.81,0.52,2.58,3.9,0.88,3.15,1.8,2.8,2.1,4.43,2.9,2.0,2.88,2.93
2.32,3.24,2.25,1.9,3.6,3.68,0.25,0.4,2.66,4.19,3.37,1.19,0.93,4.03,1.31,1.03,3.0,3.37,1.86,3.36,4.2,0.85,4.31,3.4,2.36,2.08,2.4,3.1,2.55,3.69
3.2,2.73,1.33,4.1,1.45,2.8,0.66,2.4,1.46,1.5,3.2,0.16,2.0,-0.09,0.99,3.85,1.68,0.08,2.74,2.72,-0.12,2.05,1.46,3.4,2.12,0.31,0.49,-0.76,2.64,3.62
1.42,2.96,0.3,0.68,2.43,2.12,2.69,0.59,1.5,0.86,-0.15,1.93,2.14,4.5,3.45,2.73,2.79,1.33,1.92,1.5,1.18,3.74,0.53,2.71,3.89,2.44,3.32,3.0,-0.28,1.35
1.65,1.86,3.3,1.82,2.78,3.17,1.9,2.4,2.41,1.25,2.2,2.67,3.62,3.17,3.0,3.2,1.1,3.93,2.74,1.7,4.06,4.1,3.1,1.76,4.48,3.5,3.3,2.57,3.72,-0.82
2.66,1.39,-0.09,-1.18,-0.25,3.2,2.19,2.61,3.22,1.19,2.56,0.02,2.9,1.68,3.4,0.28,1.1,3.9,3.71,-0.16,2.0,3.1,2.8,1.67,2.93,0.97,1.65,1.52,1.09,1.13
1.29,2.8,0.8,2.77,1.08,-0.04,1.5,2.55,2.3,0.36,0.6,0.83,1.91,2.08,3.46,3.39,3.3,3.69,2.09,4.0,0.44,3.59,2.8,1.89,4.28,2.57,3.83,3.1,2.34,2.55
2.76,0.4,3.35,3.05,3.05,2.0,2.64,2.9,0.74,2.3,2.21,0.23,-0.11,2.03,2.9,1.64,1.45,3.7,2.2,2.6,3.6,3.6,2.9,0.8,1.0,3.02,3.55,3.86,-0.13,2.2
2.0,-0.71,3.18,2.62,-0.94,3.65,1.11,0.91,3.32,2.87,3.42,2.9,1.13,2.3,2.13,3.57,3.37,2.66,1.2,4.21,1.8,3.25,4.5,2.6,3.36,3.01,-0.41,3.3,4.14,4.28
0.4,2.63,2.8,3.37,0.02,2.4,-0.63,3.37,-0.49,1.59,3.34,3.6,3.2,1.57,1.69,3.58,2.6,2.12,1.0,2.78,4.0,1.75,2.19,3.92,3.1,1.49,1.78,2.87,-1.0,3.09
2.93,2.98,2.4,2.4,0.93,1.85,2.43,2.89,2.8,3.4,1.48,3.5,1.29,2.1,3.05,3.47,1.19,3.0,2.56,0.73,-1.34,2.65,0.6,2.7,2.78,0.3,2.25,2.24,3.4,2.61
2.4,1.68,1.83,-0.99,1.46,3.35,2.81,2.37,3.7,3.12,3.52,2.2,3.56,0.6,2.88,2.77,4.0,2.2,3.2,2.0,3.45,0.99,3.5,2.9,1.26,2.8,1.28,3.65,0.86,-1.4
1.88,2.05,1.18,2.22,1.01,1.5,2.6,2.99,3.05,-0.45,0.2,2.46,1.29,2.9,2.75,1.59,4.2,1.99,-0.09,2.34,1.74,2.26,3.9,1.54,3.5,3.94,3.06,3.01,2.83,3.48
2.48,3.31,1.32,1.83,2.41,1.09,3.07,3.1,2.5,2.0,0.44,3.21,3.2,3.93,0.79,-0.52,1.03,-0.57,1.83,1.95,2.77,3.65,1.17,2.74,3.51,2.74,1.24,3.5,2.41,1.22
-0.01,3.8,3.4,1.6,2.02,2.09,1.42,0.31,2.37,1.79,-1.27,2.4,0.6,3.11,2.61,3.1,1.13,2.9,2.2,1.6,0.64,2.99,1.98,2.63,0.85,3.27,3.6,3.82,3.6,0.58
0.79,1.7,3.58,1.2,2.8,0.32,1.99,1.6,3.02,1.67,3.07,3.13,1.24,3.28,3.6,3.87,3.36,2.48,3.7,1.65,1.64,2.92,3.1,-0.34,3.6,2.8,1.01,3.83,3.53,2.48
3.2,1.78,3.78,0.66,1.22,3.38,3.96,3.42,2.42,3.1,3.69,3.37,2.6,1.86,3.51,3.04,1.65,2.53,3.0,2.9,2.08,2.4,2.58,3.15,2.13,2.7,4.1,0.4,2.53,2.23
3.3,3.4,1.9,1.99,2.11,3.5,3.5,3.9,1.72,4.06,3.17,1.9,1.33,0.78,2.7,1.97,4.38,3.5,2.83,2.6,2.02,0.7,2.38,2.57,2.87,2.28,2.24,3.37,1.6,0.58
2.4,2.2,0.36,-0.07,3.6,4.2,1.58,0.85,0.7,2.7,3.8,2.75,0.97,2.74,-0.12,2.55,-0.87,1.3,-0.05,2.87,2.38,2.2,1.72,1.22,1.9,2.01,1.5,0.07,1.58,0.44
2.1,0.9,3.7,2.84,1.69,2.67,3.2,1.85,3.07,3.0,0.75,2.6,3.66,2.01,3.97,2.85,-1.42,2.66,3.2,2.06,0.71,2.47,3.65,2.47,2.71,3.2,2.46,3.4,0.53,0.56
2.6,3.38,4.37,1.0,2.69,1.47,2.2,3.0,2.83,2.58,2.51,2.67,2.4,2.29,2.0,3.65,3.16,3.45,3.08,2.67,2.61,-0.87,2.16,2.46,2.26,-0.94,2.55,2.39,2.66,1.6
2.99,2.25,0.7,2.55,1.65,1.7,4.36,-0.65,3.57,1.5,-0.01,1.5,2.91,2.11,1.34,2.42,1.56,2.77,2.8,2.63,2.81,2.05,3.4,2.66,2.32,2.21,2.68,2.65,3.27,0.51
2.7,0.7,3.35,-1.33,3.22,1.37,4.5,2.47,0.7,1.98,2.23,1.5,3.04,2.52,2.31,0.7,3.09,0.46,2.11,-0.66,-0.42,3.6,3.72,2.95,-0.42,0.18,3.41,1.94,1.64,2.3
0.67,1.79,0.93,2.66,3.5,4.12,3.18,1.18,2.0,1.94,-0.05,1.23,1.91,2.32,2.36,2.6,4.13,0.2,3.39,3.8,3.0,0.99,1.44,1.22,2.9,2.8,1.54,2.23,2.32,2.72
2.5,3.48,1.93,1.6,2.0,1.99,3.4,2.9,0.99,3.48,3.9,2.54,3.1,3.5,3.1,1.9,3.7,1.66,1.06,1.36,2.36,1.34,0.8,1.52,2.75,3.62,3.42,3.21,2.0,2.55
2.7,-0.48,3.9,1.68,-0.2,2.0,2.26,2.46,3.17,0.83,-0.45,0.77,2.5,0.25,2.37,1.52,-0.75,0.84,3.5,4.09,1.92,-1.2,1.26,1.58,3.3,4.37,1.66,3.7,1.99,3.83
2.66,3.6,2.0,2.8,2.29,-0.03,3.14,2.79,1.97,1.2,2.93,2.91,1.4,3.0,3.9,1.29,3.7,0.7,-0.87,4.13,-0.42,3.55,2.39,0.9,3.67,2.1,2.39,1.94,2.65,2.87
0.3,0.6,3.06,3.6,2.96,3.4,2.77,3.2,2.21,3.2,3.36,2.1,3.5,1.8,2.03,1.51,3.21,2.82,0.8,2.7,2.98,1.88,4.46,2.35,1.39,2.12,1.39,1.51,2.45,0.86
3.5,2.02,-0.92,3.2,2.83,1.3,1.87,1.5,1.49,2.9,2.77,1.29,2.11,0.66,4.24,3.21,4.1,2.35,3.22,2.03,2.63,3.22,3.17,-0.91,2.18,1.91,-0.69,0.93,3.4,2.26
1.9,-1.2,4.1,2.66,3.2,1.77,1.67,1.25,3.1,4.05,3.26,1.1,2.0,3.05,1.33,3.94,-0.63,1.49,2.9,2.61,0.84,3.4,3.36,3.8,2.4,3.0,2.99,1.33,3.07,2.8
2.47,1.73,2.76,3.2,3.8,1.76,-1.2,0.6,2.14,3.18,2.0,1.59,1.14,1.6,2.8,3.19,2.03,3.1,1.47,2.33,0.02,2.32,-0.4,0.47,4.49,3.29,3.07,2.99,0.68,4.18
-1.45,1.95,0.88,0.82,1.34,-1.25,3.09,2.55,2.75,-0.8,2.73,0.27,2.48,3.77,2.1,2.26,2.56,3.5,1.16,2.19,3.08,2.45,1.2,-0.96,2.51,0.56,1.89,2.78,3.08,2.02
1.78,3.9,2.78,2.27,0.67,1.94,2.36,3.82,3.45,3.37,2.71,3.66,2.46,-0.84,1.72,-0.76,3.15,2.81,2.72,3.83,3.8,2.81,2.35,2.2,1.57,3.67,3.16,1.95,2.5,3.18
2.1,1.41,1.5,2.41,2.69,4.3,3.12,0.79,2.95,3.1,1.51,1.1,3.0,3.21,-0.51,0.05,2.1,1.39,1.95,3.6,3.07,1.5,3.54,3.09,3.77,3.1,0.64,2.9,1.71,-0.4
2.2,3.66,3.99,1.74,3.5,1.17,1.85,2.87,3.83,1.5,2.75,4.29,2.34,3.76,2.64,3.53,3.31,4.38,2.2,1.13,-1.1,3.8,3.12,4.0,3.7,3.5,0.49,1.94,3.0,2.87
3.9,3.12,2.1,0.9,1.3,1.13,1.02,2.1,3.3,1.02,1.35,4.3,2.43,-0.56,2.67,3.17,0.86,3.01,3.97,2.12,2.3,2.28,2.7,2.29,3.26,3.19,1.1,3.27,2.39,2.86
-0.7,2.89,0.44,3.8,3.86,3.37,2.02,3.0,2.27,3.3,2.54,3.24,1.1,1.96,3.22,3.56,-0.69,2.3,1.2,3.15,2.3,0.08,2.16,2.86,1.39,2.67,2.59,3.13,0.08,2.82
2.51,3.0,2.69,4.17,-0.22,3.6,3.07,2.53,1.83,0.77,1.5,0.74,2.94,2.24,2.16,1.98,3.43,2.27,0.61,4.2,1.97,3.9,1.13,2.5,0.51,3.98,3.4,1.37,3.3,3.41
1.6,0.87,0.78,2.43,3.65,2.35,1.0,0.57,3.46,3.6,1.44,3.4,3.3,2.88,2.5,-0.84,4.28,4.01,1.69,0.76,3.2,3.9,3.15,3.07,1.47,2.7,0.7,0.33,3.5,2.55
0.1,1.65,-1.08,2.65,1.98,4.3,2.19,1.16,1.14,0.9,1.83,3.3,1.2,-0.57,3.9,1.39,0.55,2.82,1.86,1.52,3.29,1.63,2.82,2.71,1.39,2.2,2.17,2.0,3.6,3.13
2.84,-0.7,0.6,3.29,1.61,3.13,2.8,4.24,1.0,1.39,3.6,2.0,2.6,0.78,4.28,0.6,3.96,2.39,2.91,1.02,4.49,3.1,1.91,2.3,2.6,3.21,3.31,3.12,0.5,2.26
3.1,2.6,1.98,3.16,2.81,4.03,0.7,2.75,1.39,2.1,0.66,0.3,1.2,3.4,3.41,2.03,-0.73,2.86,2.67,1.56,1.81,1.69,0.18,1.84,2.5,2.79,3.2,1.41,3.77,1.06
3.1,2.56,3.14,0.3,1.85,1.03,3.27,2.84,2.3,1.66,3.2,3.0,3.85,4.3,2.2,3.99,0.31,2.47,1.69,-1.0,2.06,3.07,2.82,4.13,-0.01,-0.66,1.49,1.49,4.19,4.16
1.66,0.48,2.26,2.58,2.8,1.81,0.6,2.87,3.81,0.56,3.33,2.65,1.27,3.5,3.24,2.69,3.3,1.9,3.7,3.06,3.05,2.96,1.06,3.3,3.47,3.67,3.22,3.53,3.2,4.2
2.9,2.69,3.5,4.28,1.05,0.7,2.52,3.5,1.78,1.64,1.36,2.2,1.79,3.04,2.29,2.83,0.51,3.02,2.94,3.53,0.77,1.8,0.46,3.4,4.18,0.91,3.42,-0.41,1.89,1.03
3.68,4.28,0.8,2.88,2.39,2.54,0.99,-0.88,3.6,3.34,-1.1,0.94,0.28,2.34,1.2,3.15,3.8,2.58,1.21,1.96,2.86,1.9,2.5,1.49,2.9,3.8,3.72,1.17,1.18,3.21
-0.58,0.61,2.89,2.84,2.4,2.4,-0.12,3.48,0.91,0.22,0.51,2.1,-0.63,2.01,3.31,1.99,3.76,2.18,3.44,3.33,2.97,1.8,2.36,2.13,3.8,2.57,3.0,0.05,3.11,1.42
2.01,-0.09,1.36,0.54,0.29,0.78,3.65,2.66,4.17,3.25,2.8,3.4,-0.59,1.6,2.15,1.5,2.4,3.29,0.06,3.21,3.82,2.64,2.83,-0.06,2.1,-0.92,2.43,-0.88,1.08,3.83
3.94,2.41,2.41,3.4,3.04,1.16,0.66,4.24,2.03,2.62,1.21,1.91,3.44,-0.2,1.77,3.1,1.26,3.39,1.17,1.19,2.8,2.6,1.5,2.73,1.95,1.59,2.3,2.23,1.21,3.21
2.3,3.89,2.3,0.61,2.86,4.13,1.26,2.02,1.63,3.4,2.26,1.52,2.11,3.44,4.3,1.78,0.68,0.27,0.4,2.26,1.99,3.18,-0.92,1.81,2.5,2.68,-0.65,2.79,2.8,4.09
1.81,2.73,0.86,2.6,3.4,0.48,1.87,2.07,4.2,0.8,4.1,0.4,3.9,1.92,1.27,2.75,0.69,-0.54,3.3,4.3,1.73,2.86,1.7,2.4,2.44,3.72,0.77,3.3,1.99,0.7
3.55,2.9,3.9,2.02,1.91,0.68,-0.84,2.12,2.7,1.5,1.98,2.84,1.74,1.11,2.4,2.56,3.2,2.0,2.76,2.24,2.08,3.15,2.13,1.17,1.16,-0.2,3.12,3.3,2.88,2.0
3.08,1.0,2.74,0.8,2.97,2.71,3.3,1.53,-0.62,3.42,1.5,2.8,2.5,2.0,2.87,2.93,2.65,2.92,3.3,1.19,2.55,0.66,1.57,4.0,1.62,2.74,3.5,-1.5,3.47,3.29
1.15,1.0,1.2,1.8,1.23,1.69,2.87,1.08,3.1,1.68,3.7,0.01,3.97,0.97,2.32,2.77,2.23,3.07,1.65,1.54,3.37,3.7,3.62,3.8,2.7,3.8,2.6,1.5,2.54,2.01
2.01,2.9,3.4,1.1,3.2,3.67,3.2,-0.69,2.78,2.39,3.17,2.34,2.39,2.6,-0.12,1.13,2.28,1.82,3.57,2.92,1.69,1.7,2.79,3.58,3.1,2.2,2.54,3.8,4.21,2.67
2.1,1.79,2.8,2.2,1.0,1.42,2.5,1.13,2.42,2.4,3.57,1.65,3.67,2.5,3.97,3.4,3.71,1.32,1.21,4.21,1.62,2.7,3.75,-0.1,0.9,-0.65,2.7,2.25,3.07,3.52
2.8,3.4,2.81,3.36,1.82,3.7,-0.7,1.97,2.8,3.75,3.04,3.31,2.96,2.18,4.02,1.35,0.35,4.1,3.2,1.38,2.9,2.9,4.09,2.23,1.2,4.3,1.17,2.74,0.02,1.05
2.0,4.1,1.33,2.67,3.7,2.39,0.24,2.7,3.2,2.9,0.97,-0.2,3.52,1.84,1.95,2.5,2.39,2.9,1.73,2.56,0.66,0.41,3.06,2.49,2.43,3.2,1.95,1.87,1.72,3.56
1.92,2.06,-0.04,2.55,1.25,1.23,1.24,2.61,-0.81,3.54,2.09,2.7,3.57,2.62,3.35,3.49,3.7,3.63,2.2,1.26,2.66,2.77,3.15,2.67,3.3,3.62,1.82,1.76,3.05,2.6
2.37,0.44,3.24,3.67,1.71,1.84,2.21,2.3,1.64,-0.55,2.51,2.3,3.29,1.37,2.74,1.1,1.18,2.49,0.74,-0.78,-0.87,1.29,1.98,2.37,4.37,2.6,1.37,3.44,2.99,3.0
3.1,2.68,3.44,2.8,1.72,0.42,2.99,2.3,3.21,2.8,2.2,1.76,1.81,2.58,2.94,3.17,1.09,2.48,2.81,3.6,1.32,2.71,3.02,3.5,1.46,2.1,3.4,-1.01,3.2,0.75
0.74,3.1,1.69,1.3,3.2,3.85,0.75,1.71,3.5,1.84,4.1,1.26,-1.29,1.48,0.58,1.9,2.4,4.5,-0.06,3.82,2.9,3.72,2.7,3.7,3.66,2.77,2.91,1.2,3.83,4.03
0.9,3.4,0.4,2.12,1.17,2.7,2.6,1.32,1.25,1.9,2.53,2.69,2.3,1.35,3.0,-0.3,0.9,2.9,0.7,2.19,1.37,1.9,-1.42,2.84,1.78,3.1,2.55,1.69,0.5,-1.04
-0.82,1.36,0.92,2.81,3.48,1.49,2.8,1.7,-1.1,2.4,3.15,-0.7,3.94,2.69,3.59,2.14,1.66,2.14,0.9,-0.2,1.54,0.36,1.4,2.63,0.73,2.0,4.0,3.1,-0.25,1.73
2.39,2.3,1.1,3.42,-1.17,3.43,3.38,0.47,1.2,1.2,3.4,0.81,2.14,4.05,4.3,-1.33,1.72,0.9,2.0,2.96,2.0,3.6,3.51,2.55,2.7,4.02,-0.87,3.3,3.46,2.69
-0.01,2.56,3.1,1.0,1.94,1.42,-0.89,0.87,2.26,1.15,3.4,1.47,0.33,3.8,3.2,3.67,0.06,2.62,0.02,3.04,3.2,1.65,4.49,1.25,-0.9,4.15,2.7,3.27,1.33,3.05
0.94,4.49,3.6,-0.65,4.4,0.83,2.78,3.52,4.05,2.71,2.17,-0.28,2.06,0.48,0.68,0.83,0.3,2.61,3.4,0.07,2.74,1.08,1.4,0.67,2.36,1.47,1.89,3.4,2.66,3.6
0.37,3.1,2.1,2.6,3.3,0.59,2.5,2.21,1.78,0.8,2.78,2.4,1.77,2.9,2.84,2.52,0.36,2.7,3.18,2.9,2.63,3.3,2.26,3.07,3.25,3.48,2.7,3.1,4.1,0.69
-0.9,1.5,3.86,3.2,2.89,3.0,4.2,2.11,3.37,2.21,0.78,2.74,2.6,3.24,2.27,2.22,3.89,3.2,3.13,1.75,1.4,1.97,2.12,1.72,2.63,3.4,2.63,2.94,3.38,1.0
2.0,2.08,2.73,-0.05,2.63,3.0,3.46,0.3,-1.27,2.11,2.58,2.87,3.45,3.68,3.95,-0.49,1.09,2.86,4.0,3.69,2.51,1.06,2.55,1.0,2.93,3.85,3.15,0.4,3.22,1.23
2.8,4.3,2.3,3.4,1.01,2.81,3.6,1.61,3.6,3.42,3.62,0.5,0.87,2.0,3.08,1.35,3.7,1.99,3.1,1.0,3.37,0.27,2.24,3.74,1.46,0.39,2.94,0.83,1.25,0.97
1.09,2.74,3.6,2.69,2.65,3.4,1.7,3.0,2.18,3.2,2.29,1.64,1.9,2.06,-0.98,1.18,2.7,3.09,1.0,1.6,2.6,1.8,2.2,2.96,2.16,2.54,2.47,1.06,1.3,1.08
2.02,1.96,3.22,1.56,1.62,3.9,1.1,3.1,1.93,2.4,1.1,3.0,2.58,2.33,2.64,0.24,0.8,2.23,2.15,1.98,4.1,2.27,2.5,0.68,3.26,2.8,2.71,2.71,0.8,1.95
1.17,1.91,1.1,1.2,3.15,0.3,3.33,1.92,-0.96,3.87,1.71,2.5,1.21,-0.42,1.43,1.37,3.5,3.05,3.3,2.2,3.1,3.3,2.51,-0.87,1.4,0.6,1.94,3.5,-0.28,2.68
0.58,1.45,3.3,2.76,0.3,2.4,3.72,2.6,-0.49,0.52,2.7,2.1,1.2,3.17,2.93,2.8,3.62,3.44,1.1,0.46,1.03,3.8,0.84,1.64,0.93,1.99,3.4,2.84,2.22,1.8
1.0,3.3,3.7,2.49,3.24,0.87,3.24,3.0,2.94,1.91,1.8,-0.06,2.83,2.7,1.1,2.61,-0.51,3.14,3.72,3.16,-0.82,1.5,3.8,0.88,3.3,3.25,2.97,3.9,3.3,3.7
3.36,2.4,2.13,-0.87,2.5,3.85,1.99,3.2,1.94,2.86,1.18,2.7,3.6,3.26,2.26,2.58,-0.94,2.59,2.69,1.4,3.24,2.76,1.45,2.79,0.2,3.24,2.74,1.79,0.05,1.13
2.47,2.44,0.7,2.3,2.1,3.14,1.69,3.1,3.52,3.56,1.9,3.7,2.84,3.01,0.05,2.85,0.61,3.0,1.59,3.15,3.1,4.5,2.48,2.2,3.49,3.1,1.95,3.5,0.97,2.16
2.93,3.5,2.17,1.23,2.4,2.77,2.6,2.5,4.06,2.5,3.93,1.2,1.15,0.36,1.16,1.7,2.3,0.8,2.8,2.3,2.5,3.3,1.52,0.7,0.48,3.6,3.1,2.66,2.9,0.4
2.28,2.07,2.43,2.57,3.3,1.96,1.5,1.64,0.16,0.87,3.12,0.53,3.42,1.38,0.54,0.9,0.87,3.65,0.49,1.2,1.3,1.8,0.23,1.51,1.85,2.85,-0.93,3.3,2.9,3.9
2.15,1.97,1.19,2.25,2.3,2.55,1.94,2.15,2.4,2.49,3.29,4.03,2.7,1.0,1.69,-1.18,3.36,-0.72,2.36,2.0,0.3,3.4,1.79,2.27,1.51,2.8,-0.21,1.0,0.0,3.97
-0.12,4.36,2.41,2.63,3.88,1.91,1.84,3.37,3.28,2.08,2.3,3.3,2.57,4.0,3.8,2.77,3.37,3.18,2.08,3.0,2.67,2.1,2.41,3.25,3.1,1.71,1.5,2.15,1.6,2.9
2.31,2.43,1.86,0.36,1.16,2.9,0.75,2.7,2.83,2.9,1.97,2.82,4.3,2.15,3.06,2.0,1.82,1.57,2.77,3.0,3.9,3.37,0.76,3.5,-0.69,1.87,3.52,1.29,3.99,-0.53
1.19,3.18,-1.34,1.97,1.65,2.8,3.56,3.36,0.37,2.22,1.6,2.9,2.47,4.28,2.2,3.1,3.01,1.43,2.7,2.62,3.5,3.0,0.4,3.14,3.06,2.01,1.66,2.5,3.05,2.91
2.7,3.3,2.44,2.47,3.3,4.0,1.5,2.3,3.65,1.08,3.8,-0.08,0.99,2.2,2.4,1.27,0.99,-0.7,2.39,3.2,1.23,2.8,1.71,0.31,2.1,2.01,2.65,2.2,3.92,1.7
